Citation,Frequency,Sample_Context_Type,Sample_Context_ID,Sample_Context_Label
"Augustine, De Genesi Contra Manichaeos (CSEL 91; PL 34:173-220)",2,node,argument_augustines_early_antimanichean_argument_de_libero_arbitrio_debb866c,Augustine's Early Anti-Manichean Argument (De Libero Arbitrio)
"Augustine, Contra Adimantum (CSEL 25; PL 42:129-172)",2,node,argument_augustines_early_antimanichean_argument_de_libero_arbitrio_debb866c,Augustine's Early Anti-Manichean Argument (De Libero Arbitrio)
"Augustine, De Duabus Animabus (CSEL 25; PL 42:93-112)",2,node,argument_augustines_early_antimanichean_argument_de_libero_arbitrio_debb866c,Augustine's Early Anti-Manichean Argument (De Libero Arbitrio)
"Augustine, Confessiones VII-VIII (autobiography of conversion period; CSEL 33; CCL 27)",2,node,argument_augustines_early_antimanichean_argument_de_libero_arbitrio_debb866c,Augustine's Early Anti-Manichean Argument (De Libero Arbitrio)
"Augustine, De Spiritu et Littera 30-32",2,node,reformulation_later_augustine_himself_reform_2882c68a,Later Augustine himself's reformulation
"Augustine, Retractationes I.9",2,node,reformulation_later_augustine_himself_reform_2882c68a,Later Augustine himself's reformulation
"Anselm of Canterbury, De Libertate Arbitrii 1-3",2,node,reformulation_anselm_of_canterbury_reform_160bc058,Anselm of Canterbury's reformulation
"Anselm of Canterbury, De Casu Diaboli 12",2,node,reformulation_anselm_of_canterbury_reform_160bc058,Anselm of Canterbury's reformulation
"Prosper of Aquitaine, Contra Collatorem 14",2,node,reformulation_prosper_of_aquitaine_reform_cb1a4041,Prosper of Aquitaine's reformulation
"Prosper of Aquitaine, De Vocatione Gentium II.5",2,node,reformulation_prosper_of_aquitaine_reform_cb1a4041,Prosper of Aquitaine's reformulation
"Council of Orange II (529), Canon 9",2,node,reformulation_council_of_orange_ii_reform_62ec4086,Council of Orange II's reformulation
"Council of Orange II (529), Canon 18",2,node,reformulation_council_of_orange_ii_reform_62ec4086,Council of Orange II's reformulation
"Augustine, Confessiones VIII.8-10 (entire Book VIII on conversion; CSEL 33; CCL 27; PL 32:753-762)",2,node,argument_augustines_two_wills_argument_confessions_viii_81f95028,Augustine's Two Wills Argument (Confessions VIII)
"Augustine, Confessiones VII (intellectual conversion via Neo-Platonism)",2,node,argument_augustines_two_wills_argument_confessions_viii_81f95028,Augustine's Two Wills Argument (Confessions VIII)
"Augustine, Retractationes II.6 (retrospective on Confessions; CSEL 36; PL 32:629-656)",2,node,argument_augustines_two_wills_argument_confessions_viii_81f95028,Augustine's Two Wills Argument (Confessions VIII)
"Augustine, Contra Julianum IV.3.25 (later reference to Confessions VIII on divided will)",2,node,argument_augustines_two_wills_argument_confessions_viii_81f95028,Augustine's Two Wills Argument (Confessions VIII)
"Paul, Romans 7:14-25 (biblical foundation: 'the good I would I do not')",2,node,argument_augustines_two_wills_argument_confessions_viii_81f95028,Augustine's Two Wills Argument (Confessions VIII)
"Pelagius, Epistula ad Demetriadem (PL 30:15-45; possibly spurious, perhaps by Julian of Eclanum)",2,node,argument_pelagiuss_argument_for_human_capacity_006c0a58,Pelagius's Argument for Human Capacity
"Pelagius, Expositio in Epistulam Pauli ad Romanos (fragments survive)",2,node,argument_pelagiuss_argument_for_human_capacity_006c0a58,Pelagius's Argument for Human Capacity
"Pelagius, Libellus Fidei (to Innocent I; fragments in Augustine)",2,node,argument_pelagiuss_argument_for_human_capacity_006c0a58,Pelagius's Argument for Human Capacity
"Pelagius, Pro Libero Arbitrio (lost; fragments in Augustine's refutations)",2,node,argument_pelagiuss_argument_for_human_capacity_006c0a58,Pelagius's Argument for Human Capacity
Augustine's extensive quotations and paraphrases in anti-Pelagian works,2,node,argument_pelagiuss_argument_for_human_capacity_006c0a58,Pelagius's Argument for Human Capacity
"Marius Mercator, Commonitorium adversus haeresim Pelagii et Caelestii (early 5th c.)",2,node,argument_pelagiuss_argument_for_human_capacity_006c0a58,Pelagius's Argument for Human Capacity
"Pelagius, Epistula ad Demetriadem (Letter to Demetrias) (PL 30:15-45; possibly spurious, perhaps by Julian of Eclanum)",2,node,person_pelagius_british_monk_4ba38f92,Pelagius (British monk)
"Pelagius, Expositio in Epistulam Pauli ad Romanos (Commentary on Romans, fragments survive)",2,node,person_pelagius_british_monk_4ba38f92,Pelagius (British monk)
"Pelagius, Libellus Fidei (Statement of Faith to Pope Innocent I; fragments in Augustine)",2,node,person_pelagius_british_monk_4ba38f92,Pelagius (British monk)
"Augustine, De Natura et Gratia (Against Pelagius, 415 CE)",2,node,person_pelagius_british_monk_4ba38f92,Pelagius (British monk)
"Augustine, De Gratia Christi et de Peccato Originali (418 CE)",2,node,person_pelagius_british_monk_4ba38f92,Pelagius (British monk)
"Jerome, Dialogus adversus Pelagianos (415 CE)",2,node,person_pelagius_british_monk_4ba38f92,Pelagius (British monk)
"Augustine, De Peccatorum Meritis et Remissione I.20-24",2,node,reformulation_caelestius_reform_325746f0,Caelestius's reformulation
"Gennadius, De Viris Illustribus 45",2,node,reformulation_caelestius_reform_325746f0,Caelestius's reformulation
"Julian of Eclanum, Libri VIII contra Augustinum (frg. in Augustine, Contra Julianum IV.3)",2,node,reformulation_julian_of_eclanum_reform_db2360f6,Julian of Eclanum's reformulation
"Julian of Eclanum, Ad Florum fragment 35 (PL 45, 1335-1336)",2,node,reformulation_julian_of_eclanum_reform_db2360f6,Julian of Eclanum's reformulation
"Gregory of Nyssa, De Hominis Opificio (On the Making of Man) 4, 16 (PG 44:125-256; SC 6)",2,node,argument_gregory_of_nyssas_image_of_god_argument_f80938fc,Gregory of Nyssa's Image of God Argument
"Gregory of Nyssa, Oratio Catechetica Magna V-VIII (Catechetical Oration on free will)",2,node,argument_gregory_of_nyssas_image_of_god_argument_f80938fc,Gregory of Nyssa's Image of God Argument
"Gregory of Nyssa, De Anima et Resurrectione (On the Soul and Resurrection) (PG 46:11-160)",2,node,argument_gregory_of_nyssas_image_of_god_argument_f80938fc,Gregory of Nyssa's Image of God Argument
"Gregory of Nyssa, De Vita Moysis (Life of Moses) II.2-3 (PG 44:297-430; SC 1bis)",2,node,argument_gregory_of_nyssas_image_of_god_argument_f80938fc,Gregory of Nyssa's Image of God Argument
"Gregory of Nyssa, In Canticum Canticorum (Commentary on Song of Songs) - progressive deification",2,node,argument_gregory_of_nyssas_image_of_god_argument_f80938fc,Gregory of Nyssa's Image of God Argument
"Maximus the Confessor, Ambigua 7 (PG 91, 1076-1108)",2,node,reformulation_maximus_the_confessor_reform_59191184,Maximus the Confessor's reformulation
"Maximus the Confessor, Opuscula theologica et polemica 3",2,node,reformulation_maximus_the_confessor_reform_59191184,Maximus the Confessor's reformulation
"John of Damascus, De Fide Orthodoxa II.27",2,node,reformulation_john_of_damascus_reform_0f5b3ec4,John of Damascus's reformulation
"John of Damascus, Expositio Fidei 26",2,node,reformulation_john_of_damascus_reform_0f5b3ec4,John of Damascus's reformulation
"John Chrysostom, Homiliae in Epistulam ad Romanos (Homilies on Romans) 16 (on Rom 9; PG 60:547-682)",2,node,argument_john_chrysostoms_homiletic_argument_for_free_will_ea97cb61,John Chrysostom's Homiletic Argument for Free Will
"John Chrysostom, Homiliae in Genesim (Homilies on Genesis) (PG 53-54)",2,node,argument_john_chrysostoms_homiletic_argument_for_free_will_ea97cb61,John Chrysostom's Homiletic Argument for Free Will
"John Chrysostom, De Fato et Providentia (On Fate and Providence; PG 50:749-774)",2,node,argument_john_chrysostoms_homiletic_argument_for_free_will_ea97cb61,John Chrysostom's Homiletic Argument for Free Will
"John Chrysostom, De Lazaro (On Lazarus, homilies; PG 48:963-1054)",2,node,argument_john_chrysostoms_homiletic_argument_for_free_will_ea97cb61,John Chrysostom's Homiletic Argument for Free Will
"John Chrysostom, Ad Eos Qui Scandalizati Sunt (To Those Scandalized; PG 52:479-528)",2,node,argument_john_chrysostoms_homiletic_argument_for_free_will_ea97cb61,John Chrysostom's Homiletic Argument for Free Will
"John Chrysostom, In Epistulam ad Hebraeos (Homilies on Hebrews; PG 63:9-236)",2,node,argument_john_chrysostoms_homiletic_argument_for_free_will_ea97cb61,John Chrysostom's Homiletic Argument for Free Will
"Theodore of Mopsuestia, Catechetical Homilies 12",2,node,reformulation_theodore_of_mopsuestia_reform_eec8ab1a,Theodore of Mopsuestia's reformulation
"Theodore of Mopsuestia, Commentary on Romans (Syriac version) 9.11-18",2,node,reformulation_theodore_of_mopsuestia_reform_eec8ab1a,Theodore of Mopsuestia's reformulation
"Theodoret of Cyrus, Eranistes Dialogues II",2,node,reformulation_theodoret_of_cyrus_reform_a4e4d121,Theodoret of Cyrus's reformulation
"Theodoret of Cyrus, Commentary on Romans 8.29-30",2,node,reformulation_theodoret_of_cyrus_reform_a4e4d121,Theodoret of Cyrus's reformulation
"John Chrysostom, Homiliae in Epistolam ad Romanos 18",2,node,reformulation_byzantine_homiletic_tradition_reform_39df3dd7,Byzantine homiletic tradition's reformulation
"Severian of Gabala, Oratio de fide et lege naturae (PG 56, 497-520)",2,node,reformulation_byzantine_homiletic_tradition_reform_39df3dd7,Byzantine homiletic tradition's reformulation
"Pseudo-Dionysius, De Divinis Nominibus (Divine Names) 4.18-35 (PG 3:693-984; SC 578-579)",2,node,argument_pseudodionysiuss_hierarchical_causation_argument_e0d73eb9,Pseudo-Dionysius's Hierarchical Causation Argument
"Pseudo-Dionysius, Epistulae (Letters) - Epistula VI to Sopatros on evil (PG 3:1065-1120)",2,node,argument_pseudodionysiuss_hierarchical_causation_argument_e0d73eb9,Pseudo-Dionysius's Hierarchical Causation Argument
"Proclus, Elements of Theology (Neoplatonic source)",2,node,argument_pseudodionysiuss_hierarchical_causation_argument_e0d73eb9,Pseudo-Dionysius's Hierarchical Causation Argument
"Pseudo-Dionysius, De Divinis Nominibus IV.23-33",2,node,person_pseudodionysius_the_areopagite_anonymous_c_500_ce_4ea569e3,"Pseudo-Dionysius the Areopagite (anonymous, c. 500 CE)"
"Pseudo-Dionysius, Epistula VIII ad Demophilum",2,node,person_pseudodionysius_the_areopagite_anonymous_c_500_ce_4ea569e3,"Pseudo-Dionysius the Areopagite (anonymous, c. 500 CE)"
"John Scottus Eriugena, Periphyseon IV.768C-771A",2,node,reformulation_john_scotus_eriugena_reform_29520543,John Scotus Eriugena's reformulation
"John Scottus Eriugena, Expositiones in Hierarchiam Coelestem 208B-212C",2,node,reformulation_john_scotus_eriugena_reform_29520543,John Scotus Eriugena's reformulation
"Boethius, Consolation of Philosophy V, prose 6",2,node,argument_boethiuss_eternity_argument_cd3d71ad,Boethius's Eternity Argument
"Anselm, De Concordia I-II",2,node,argument_anselms_necessity_of_the_past_f7947dab,Anselm's Necessity of the Past
"Anselm, De Libertate Arbitrii",2,node,person_anselm_of_canterbury_4e07b080,Anselm of Canterbury
"Anselm, De Concordia",2,node,person_anselm_of_canterbury_4e07b080,Anselm of Canterbury
"Anselm, De Casu Diaboli",2,node,person_anselm_of_canterbury_4e07b080,Anselm of Canterbury
"Anselm, Proslogion",2,node,person_anselm_of_canterbury_4e07b080,Anselm of Canterbury
"Aquinas, Summa Theologiae I, Q. 19, 105",2,node,argument_aquinass_primary_and_secondary_causation_12f1649a,Aquinas's Primary and Secondary Causation
"Aquinas, Summa Contra Gentiles III.67-70",2,node,argument_aquinass_primary_and_secondary_causation_12f1649a,Aquinas's Primary and Secondary Causation
"Aquinas, De Malo Q. 6",2,node,argument_aquinass_primary_and_secondary_causation_12f1649a,Aquinas's Primary and Secondary Causation
"Aquinas, Summa Theologiae I-II, Q. 6-21",2,node,person_thomas_aquinas_61b633ce,Thomas Aquinas
"Aquinas, De Malo Q. 6 (On Free Choice)",2,node,person_thomas_aquinas_61b633ce,Thomas Aquinas
"Aquinas, De Veritate Q. 24 (On Free Choice)",2,node,person_thomas_aquinas_61b633ce,Thomas Aquinas
"Aquinas, Summa Contra Gentiles III.73-90",2,node,person_thomas_aquinas_61b633ce,Thomas Aquinas
"Thomas Aquinas, Summa Theologica I-II, q.1, a.6 (necessity of willing happiness)",2,node,argument_aquinass_intellectualism_f0058bf9,Aquinas's Intellectualism
"Thomas Aquinas, Summa Theologica I-II, q.10, a.1-2 (will moves from apprehension of good)",2,node,argument_aquinass_intellectualism_f0058bf9,Aquinas's Intellectualism
"Thomas Aquinas, De Veritate q.24, a.1-2 (liberum arbitrium)",2,node,argument_aquinass_intellectualism_f0058bf9,Aquinas's Intellectualism
"Thomas Aquinas, Summa Contra Gentiles III, ch. 88 (will necessarily wills the ultimate end)",2,node,argument_aquinass_intellectualism_f0058bf9,Aquinas's Intellectualism
"Thomas Aquinas, Summa Theologica I-II, q.1, a.6 (natural inclination to happiness)",2,node,argument_aquinass_natural_inclination_to_happiness_7a145771,Aquinas's Natural Inclination to Happiness
"Thomas Aquinas, Summa Theologica I-II, q.5, a.8 (necessity of willing beatitudo)",2,node,argument_aquinass_natural_inclination_to_happiness_7a145771,Aquinas's Natural Inclination to Happiness
"Thomas Aquinas, Summa Theologica I-II, q.10, a.2 (will free regarding particular goods)",2,node,argument_aquinass_natural_inclination_to_happiness_7a145771,Aquinas's Natural Inclination to Happiness
"Thomas Aquinas, De Veritate q.22, a.5-6 (will and ultimate end)",2,node,argument_aquinass_natural_inclination_to_happiness_7a145771,Aquinas's Natural Inclination to Happiness
"Scotus, Ordinatio I, d. 39; II, d. 25",2,node,argument_scotuss_synchronic_contingency_e39fc978,Scotus's Synchronic Contingency
"Scotus, Ordinatio IV, d. 49, q. 10",2,node,person_john_duns_scotus_48daa9ee,John Duns Scotus
"Scotus, Lectura II, d. 25",2,node,person_john_duns_scotus_48daa9ee,John Duns Scotus
"Scotus, Quodlibetal Questions Q. 16",2,node,person_john_duns_scotus_48daa9ee,John Duns Scotus
"Scotus, Quodlibetal Questions 16",2,node,argument_scotuss_voluntarism_501f1bf6,Scotus's Voluntarism
"Ordinatio IV, d. 49",2,node,argument_scotuss_voluntarism_501f1bf6,Scotus's Voluntarism
"John Duns Scotus, Ordinatio II, d.6, q.2 (two affections of the will)",2,node,argument_scotuss_two_affections_of_the_will_bb060e3d,Scotus's Two Affections of the Will
"John Duns Scotus, Ordinatio IV, d.49, q.10 (affectio iustitiae and freedom)",2,node,argument_scotuss_two_affections_of_the_will_bb060e3d,Scotus's Two Affections of the Will
"John Duns Scotus, Lectura II, d.6, q.2 (affections and moral worth)",2,node,argument_scotuss_two_affections_of_the_will_bb060e3d,Scotus's Two Affections of the Will
"John Duns Scotus, Quodlibet q.16 (will's liberty and affections)",2,node,argument_scotuss_two_affections_of_the_will_bb060e3d,Scotus's Two Affections of the Will
"Ockham, Quodlibetal Questions VI, q. 1",2,node,argument_ockhams_divine_power_argument_a0e19729,Ockham's Divine Power Argument
"Ockham, Quodlibetal Questions I, Q. 16",2,node,person_william_of_ockham_8df17ab4,William of Ockham
"Ockham, Ordinatio d. 38-41",2,node,person_william_of_ockham_8df17ab4,William of Ockham
"Ockham, Summa Logicae",2,node,person_william_of_ockham_8df17ab4,William of Ockham
"William of Ockham, Quodlibet I, q.16 (will cannot be necessitated)",2,node,argument_ockhams_rejection_of_necessitation_33c255bf,Ockham's Rejection of Necessitation
"William of Ockham, Ordinatio I, d.1, q.6 (will's freedom)",2,node,argument_ockhams_rejection_of_necessitation_33c255bf,Ockham's Rejection of Necessitation
"William of Ockham, Reportatio III, q.13 (will and intellect)",2,node,argument_ockhams_rejection_of_necessitation_33c255bf,Ockham's Rejection of Necessitation
"William of Ockham, Tractatus de Praedestinatione q.1, a.1",2,node,argument_ockhams_rejection_of_necessitation_33c255bf,Ockham's Rejection of Necessitation
"Jean Buridan, Quaestiones in Aristotelis Ethica Nicomachea III, q.1 (will and equal goods)",2,node,argument_buridans_ass_73a98d20,Buridan's Ass
"Aristotle, De Caelo II.13, 295b (man equally hungry and thirsty)",2,node,argument_buridans_ass_73a98d20,Buridan's Ass
"Dante Alighieri, Paradiso IV.1-6 (lamb between two wolves)",2,node,argument_buridans_ass_73a98d20,Buridan's Ass
"Thomas Bradwardine, De Causa Dei contra Pelagium I.1-26 (divine universal causality)",2,node,argument_bradwardines_de_causa_dei_2c360b77,Bradwardine's De Causa Dei
"Thomas Bradwardine, De Causa Dei III.1-46 (predestination and grace)",2,node,argument_bradwardines_de_causa_dei_2c360b77,Bradwardine's De Causa Dei
"Augustine, De Gratia et Libero Arbitrio (Bradwardine's source)",2,node,argument_bradwardines_de_causa_dei_2c360b77,Bradwardine's De Causa Dei
"Thomas Hobbes, Of Liberty and Necessity (1654)",2,node,argument_liberty_as_absence_of_external_impediment_4587b29b,Liberty as Absence of External Impediment
"Thomas Hobbes, The Questions Concerning Liberty, Necessity, and Chance (1656) (Hobbes-Bramhall debate)",2,node,argument_liberty_as_absence_of_external_impediment_4587b29b,Liberty as Absence of External Impediment
"Leibniz, Gottfried Wilhelm. New Essays on Human Understanding. Edited by Peter Remnant and Jonathan Bennett. Cambridge: Cambridge University Press, 1981. Book II, chapter 21.",2,node,argument_liberty_of_spontaneity_7e1184bf,Liberty of Spontaneity
Concordia liberi arbitrii cum gratiae donis (1588),2,node,person_luis_de_molina_26dc2b96,Luis de Molina
"Cicero, De Fato (multiple sections; see other nodes for specific passages)",2,node,argument_cafma_framework_5a7b9e12,CAFMA - Carneades' Anti-Fatalist Moral Argumentation
Diogenianos (fragments via Eusebius),2,node,argument_cafma_framework_5a7b9e12,CAFMA - Carneades' Anti-Fatalist Moral Argumentation
